experiment,operation,label,metadata_entries,file_size_bytes,chunk_size_bytes,clients,samples,successes,failures,p50_ms,p95_ms,p99_ms,mean_ms,throughput_ops_s,throughput_mib_s
filesystem,write,native,,4096,,,30,30,0,0.040875,0.155625,0.156500,0.056425,17722.609264,69.228942
filesystem,read,native,,4096,,,30,30,0,0.011500,0.013000,0.013208,0.011628,86001.037746,335.941554
filesystem,write,native,,65536,,,30,30,0,0.053958,0.072125,0.087625,0.055140,18135.577954,1133.473622
filesystem,read,native,,65536,,,30,30,0,0.016000,0.017667,0.017667,0.016079,62192.406722,3887.025420
filesystem,write,native,,1048576,,,30,30,0,0.241791,0.727042,0.850250,0.283467,3527.753306,3527.753306
filesystem,read,native,,1048576,,,30,30,0,0.055542,0.056542,0.056959,0.055632,17975.255264,17975.255264
filesystem,list_directory,native,100,,,,30,30,0,0.046084,0.068000,0.068625,0.048515,20612.040180,0.000000
